Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
SiHA11N80E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.44;;44;9;16;12;34;2;0.9;image/mosfets/92335.png;Datasheet/mosfets/SiHA11N80E/SiHA11N80E.pdf;None
SiHA120N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.12;;30;10;12;25;34;3;0.65;image/mosfets/92500.png;Datasheet/mosfets/SiHA120N60E/SiHA120N60E.pdf;Datasheet/mosfets/SiHA120N60E/SiHA120N60E.zip
SiHA125N60EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.125;;31;12;11;11;179;3;0.65;image/mosfets/92004.png;Datasheet/mosfets/SiHA125N60EF/SiHA125N60EF.pdf;Datasheet/mosfets/SiHA125N60EF/SiHA125N60EF.zip
SiHA12N50E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;500;30;;;;;;;;;0.38;;25;6;10;10.5;32;2;0.92;image/mosfets/92113.png;Datasheet/mosfets/SiHA12N50E/SiHA12N50E.pdf;Datasheet/mosfets/SiHA12N50E/SiHA12N50E.zip
SiHA12N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.38;;29;6;13;12;33;2;1.1;image/mosfets/92310.png;Datasheet/mosfets/SiHA12N60E/SiHA12N60E.pdf;None
SiHA14N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.309;;32;8;13;13;147;2;0.75;image/mosfets/92528.png;Datasheet/mosfets/SiHA14N60E/SiHA14N60E.pdf;None
SiHA150N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.158;;24;10;6;9;179;3;0.9;image/mosfets/92450.png;Datasheet/mosfets/SiHA150N60E/SiHA150N60E.pdf;None
SiHA155N60EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.159;;25;10;6;9;33;3;0.9;image/mosfets/92467.png;Datasheet/mosfets/SiHA155N60EF/SiHA155N60EF.pdf;Datasheet/mosfets/SiHA155N60EF/SiHA155N60EF.zip
SiHA15N50E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;500;30;;;;;;;;;0.28;;33;8;14;14.5;33;2;0.85;image/mosfets/91829.png;Datasheet/mosfets/SiHA15N50E/SiHA15N50E.pdf;None
SiHA15N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.28;;38;11;17;15;34;2;0.86;image/mosfets/92352.png;Datasheet/mosfets/SiHA15N60E/SiHA15N60E.pdf;None
SiHA15N65E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;650;30;;;;;;;;;0.28;;48;11;21;15;34;2;0.6;image/mosfets/92398.png;Datasheet/mosfets/SiHA15N65E/SiHA15N65E.pdf;None
SiHA15N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.35;;35;8;16;6;33;2;0.5;image/mosfets/92339.png;Datasheet/mosfets/SiHA15N80AE/SiHA15N80AE.pdf;None
SiHA15N80AEF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.35;;36;7;15;6;33;2;0.5;image/mosfets/92366.png;Datasheet/mosfets/SiHA15N80AEF/SiHA15N80AEF.pdf;None
SiHA17N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.29;;41;8;18;7;34;2;0.5;image/mosfets/91989.png;Datasheet/mosfets/SiHA17N80AE/SiHA17N80AE.pdf;None
SiHA17N80AEF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.305;;42;9;19;6.5;34;2;0.5;image/mosfets/92141.png;Datasheet/mosfets/SiHA17N80AEF/SiHA17N80AEF.pdf;None
SiHA17N80E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.29;;61;14;23;6;35;2;0.7;image/mosfets/92333.png;Datasheet/mosfets/SiHA17N80E/SiHA17N80E.pdf;None
SiHA180N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.18;;22;7;11;9;33;3;0.7;image/mosfets/92556.png;Datasheet/mosfets/SiHA180N60E/SiHA180N60E.pdf;None
SiHA186N60EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.193;;21;7;7;8.4;33;3;0.7;image/mosfets/91635.png;Datasheet/mosfets/SiHA186N60EF/SiHA186N60EF.pdf;Datasheet/mosfets/SiHA186N60EF/SiHA186N60EF.zip
SiHA18N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.202;;46;10;18;18;34;2;0.74;image/mosfets/91594.png;Datasheet/mosfets/SiHA18N60E/SiHA18N60E.pdf;Datasheet/mosfets/SiHA18N60E/SiHA18N60E.zip
SiHA20N50E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;500;30;;;;;;;;;0.184;;46;10;19;19;34;2;0.83;image/mosfets/91607.png;Datasheet/mosfets/SiHA20N50E/SiHA20N50E.pdf;Datasheet/mosfets/SiHA20N50E/SiHA20N50E.zip
SiHA21N60EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.176;;56;14;24;9;35;2;0.56;image/mosfets/92268.png;Datasheet/mosfets/SiHA21N60EF/SiHA21N60EF.pdf;None
SiHA21N65EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;650;30;;;;;;;;;0.18;;71;14;33;21;35;2;0.78;image/mosfets/92388.png;Datasheet/mosfets/SiHA21N65EF/SiHA21N65EF.pdf;Datasheet/mosfets/SiHA21N65EF/SiHA21N65EF.zip
SiHA21N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.235;;48;9;22;7.5;33;2;0.55;image/mosfets/91923.png;Datasheet/mosfets/SiHA21N80AE/SiHA21N80AE.pdf;None
SiHA21N80AEF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.25;;47;10;21;7;33;2;0.5;image/mosfets/91473.png;Datasheet/mosfets/SiHA21N80AEF/SiHA21N80AEF.pdf;None
SiHA22N60AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.18;;48;12;25;8;33;2;0.6;image/mosfets/92246.png;Datasheet/mosfets/SiHA22N60AE/SiHA22N60AE.pdf;None
SiHA22N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.18;;57;11;24;8;35;2;0.77;image/mosfets/91641.png;Datasheet/mosfets/SiHA22N60E/SiHA22N60E.pdf;Datasheet/mosfets/SiHA22N60E/SiHA22N60E.zip
SiHA22N60EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.182;;48;9;21;19;33;2;0.6;image/mosfets/91539.png;Datasheet/mosfets/SiHA22N60EF/SiHA22N60EF.pdf;None
SiHA22N60EL;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.197;;37;15;15;21;35;3;0.65;image/mosfets/91625.png;Datasheet/mosfets/SiHA22N60EL/SiHA22N60EL.pdf;None
SiHA240N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.24;;15;4;6;12;31;3;1.5;image/mosfets/91476.png;Datasheet/mosfets/SiHA240N60E/SiHA240N60E.pdf;Datasheet/mosfets/SiHA240N60E/SiHA240N60E.zip
SiHA24N65EF;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;650;30;;;;;;;;;0.156;;81;17;36;10;39;2;0.5;image/mosfets/91610.png;Datasheet/mosfets/SiHA24N65EF/SiHA24N65EF.pdf;None
SiHA24N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.184;;59;15;30;9;35;2;0.5;image/mosfets/92372.png;Datasheet/mosfets/SiHA24N80AE/SiHA24N80AE.pdf;None
SiHA25N50E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;500;30;;;;;;;;;0.145;;57;14;25;26;35;2;0.56;image/mosfets/92425.png;Datasheet/mosfets/SiHA25N50E/SiHA25N50E.pdf;None
SiHA25N60EFL;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.146;;50;17;19;25;39;3;0.7;image/mosfets/91627.png;Datasheet/mosfets/SiHA25N60EFL/SiHA25N60EFL.pdf;None
SiHA2N80E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;2.75;;9.8;2.4;3.9;2.8;29;2;3.6;image/mosfets/91846.png;Datasheet/mosfets/SiHA2N80E/SiHA2N80E.pdf;None
SiHA4N80E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;1.27;;16;4;6;4.3;69;2;1.2;image/mosfets/91602.png;Datasheet/mosfets/SiHA4N80E/SiHA4N80E.pdf;Datasheet/mosfets/SiHA4N80E/SiHA4N80E.zip
SiHA5N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;1.35;;11;3;6;3;29;2;3.2;image/mosfets/91577.png;Datasheet/mosfets/SiHA5N80AE/SiHA5N80AE.pdf;None
SiHA690N60E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;600;30;;;;;;;;;0.7;;8;3;3;4.3;29;3;2.3;image/mosfets/91708.png;Datasheet/mosfets/SiHA690N60E/SiHA690N60E.pdf;None
SiHA6N65E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;650;30;;;;;;;;;0.6;;24;6;11;7;31;2;1.4;image/mosfets/91455.png;Datasheet/mosfets/SiHA6N65E/SiHA6N65E.pdf;None
SiHA6N80AE;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.95;;15;4;7;5;30;2;2;image/mosfets/91522.png;Datasheet/mosfets/SiHA6N80AE/SiHA6N80AE.pdf;Datasheet/mosfets/SiHA6N80AE/SiHA6N80AE.zip
SiHA6N80E;Enlarge;Single;Thin-Lead TO-220 FULLPAK;N;800;30;;;;;;;;;0.94;;22;5;8;5.4;31;2;1;image/mosfets/91590.png;Datasheet/mosfets/SiHA6N80E/SiHA6N80E.pdf;None
SiHB053N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.054;;61;27;13;47;278;3;0.8;image/mosfets/91716.png;Datasheet/mosfets/SiHB053N60E/SiHB053N60E.pdf;None
SiHB055N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.055;;63;29;15;46;278;3;0.8;image/mosfets/91717.png;Datasheet/mosfets/SiHB055N60EF/SiHB055N60EF.pdf;None
SiHB065N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.065;;49;19;15;40;250;3;0.7;image/mosfets/91855.png;Datasheet/mosfets/SiHB065N60E/SiHB065N60E.pdf;Datasheet/mosfets/SiHB065N60E/SiHB065N60E.zip
SiHB068N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.068;;51;19;16;41;250;3;0.7;image/mosfets/92109.png;Datasheet/mosfets/SiHB068N60EF/SiHB068N60EF.pdf;None
SiHB080N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.08;;42;19;10;35;227;3;0.7;image/mosfets/91802.png;Datasheet/mosfets/SiHB080N60E/SiHB080N60E.pdf;None
SiHB085N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.084;;42;17;9;34;184;3;0.7;image/mosfets/91792.png;Datasheet/mosfets/SiHB085N60EF/SiHB085N60EF.pdf;None
SiHB100N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.1;;33;13;10;30;208;3;0.7;image/mosfets/91888.png;Datasheet/mosfets/SiHB100N60E/SiHB100N60E.pdf;Datasheet/mosfets/SiHB100N60E/SiHB100N60E.zip
SiHB100N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.1;;41;16;15;30;208;3;1.1;image/mosfets/92033.png;Datasheet/mosfets/SiHB100N65E/SiHB100N65E.pdf;None
SiHB105N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.102;;35;12;11;29;208;3;0.7;image/mosfets/91474.png;Datasheet/mosfets/SiHB105N60EF/SiHB105N60EF.pdf;Datasheet/mosfets/SiHB105N60EF/SiHB105N60EF.zip
SiHB11N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.45;;28;6;12;8;78;2;1.5;image/mosfets/91559.png;Datasheet/mosfets/SiHB11N80AE/SiHB11N80AE.pdf;Datasheet/mosfets/SiHB11N80AE/SiHB11N80AE.zip
SiHB11N80E;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.44;;44;9;16;12;179;2;0.9;image/mosfets/91557.png;Datasheet/mosfets/SiHB11N80E/SiHB11N80E.pdf;Datasheet/mosfets/SiHB11N80E/SiHB11N80E.zip
SiHB120N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.12;;30;10;12;25;179;3;0.65;image/mosfets/91789.png;Datasheet/mosfets/SiHB120N60E/SiHB120N60E.pdf;None
SiHB125N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.125;;31;12;11;25;179;3;0.65;image/mosfets/91566.png;Datasheet/mosfets/SiHB125N60EF/SiHB125N60EF.pdf;None
SiHB125N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.12;;38;15;14;27;208;3;0.8;image/mosfets/91997.png;Datasheet/mosfets/SiHB125N65E/SiHB125N65E.pdf;Datasheet/mosfets/SiHB125N65E/SiHB125N65E.zip
SiHB12N50E;Enlarge;Single;D2PAK (TO-263);N;500;30;;;;;;;;;0.38;;25;6;10;10.5;114;2;0.92;image/mosfets/91598.png;Datasheet/mosfets/SiHB12N50E/SiHB12N50E.pdf;Datasheet/mosfets/SiHB12N50E/SiHB12N50E.zip
SiHB12N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.38;;29;6;13;12;147;2;1.1;image/mosfets/91983.png;Datasheet/mosfets/SiHB12N60E/SiHB12N60E.pdf;None
SiHB12N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.38;;35;9;16;12;156;2;0.81;image/mosfets/91482.png;Datasheet/mosfets/SiHB12N65E/SiHB12N65E.pdf;Datasheet/mosfets/SiHB12N65E/SiHB12N65E.zip
SiHB150N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.158;;24;10;6;22;179;3;0.9;image/mosfets/91911.png;Datasheet/mosfets/SiHB150N60E/SiHB150N60E.pdf;None
SiHB155N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.159;;25;10;6;21;179;3;0.9;image/mosfets/92133.png;Datasheet/mosfets/SiHB155N60EF/SiHB155N60EF.pdf;None
SiHB15N50E;Enlarge;Single;D2PAK (TO-263);N;500;30;;;;;;;;;0.28;;33;8;14;14.5;156;2;0.85;image/mosfets/92121.png;Datasheet/mosfets/SiHB15N50E/SiHB15N50E.pdf;None
SiHB15N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.28;;39;11;17;15;180;2;0.86;image/mosfets/92290.png;Datasheet/mosfets/SiHB15N60E/SiHB15N60E.pdf;Datasheet/mosfets/SiHB15N60E/SiHB15N60E.zip
SiHB15N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.28;;48;11;21;15;34;2;0.8;image/mosfets/92379.png;Datasheet/mosfets/SiHB15N65E/SiHB15N65E.pdf;None
SiHB15N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.35;;35;8;16;13;156;2;0.5;image/mosfets/92446.png;Datasheet/mosfets/SiHB15N80AE/SiHB15N80AE.pdf;None
SiHB17N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.29;;41;8;18;15;179;2;0.5;image/mosfets/92126.png;Datasheet/mosfets/SiHB17N80AE/SiHB17N80AE.pdf;None
SiHB17N80E;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.29;;61;14;23;15;208;2;0.7;image/mosfets/92526.png;Datasheet/mosfets/SiHB17N80E/SiHB17N80E.pdf;None
SiHB180N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.18;;22;7;11;19;156;3;0.7;image/mosfets/92415.png;Datasheet/mosfets/SiHB180N60E/SiHB180N60E.pdf;None
SiHB186N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.193;;21;7;7;18;156;3;0.7;image/mosfets/91651.png;Datasheet/mosfets/SiHB186N60EF/SiHB186N60EF.pdf;Datasheet/mosfets/SiHB186N60EF/SiHB186N60EF.zip
SiHB18N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.202;;46;10;18;18;179;2;0.74;image/mosfets/91726.png;Datasheet/mosfets/SiHB18N60E/SiHB18N60E.pdf;None
SiHB190N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.19;;22;8;7;20;179;3;1;image/mosfets/91586.png;Datasheet/mosfets/SiHB190N65E/SiHB190N65E.pdf;Datasheet/mosfets/SiHB190N65E/SiHB190N65E.zip
SiHB20N50E;Enlarge;Single;D2PAK (TO-263);N;500;30;;;;;;;;;0.184;;46;10;19;19;179;2;0.83;image/mosfets/91786.png;Datasheet/mosfets/SiHB20N50E/SiHB20N50E.pdf;None
SiHB21N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.176;;56;14;24;21;227;2;0.56;image/mosfets/92093.png;Datasheet/mosfets/SiHB21N60EF/SiHB21N60EF.pdf;None
SiHB21N65EF;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.18;;71;14;33;21;208;2;0.78;image/mosfets/92272.png;Datasheet/mosfets/SiHB21N65EF/SiHB21N65EF.pdf;None
SiHB21N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.235;;48;9;22;17.4;179;2;0.55;image/mosfets/92525.png;Datasheet/mosfets/SiHB21N80AE/SiHB21N80AE.pdf;None
SiHB22N60AE;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.18;;48;12;25;20;179;2;0.6;image/mosfets/91650.png;Datasheet/mosfets/SiHB22N60AE/SiHB22N60AE.pdf;Datasheet/mosfets/SiHB22N60AE/SiHB22N60AE.zip
SiHB22N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.18;;57;11;24;21;227;2;0.77;image/mosfets/91778.png;Datasheet/mosfets/SiHB22N60E/SiHB22N60E.pdf;Datasheet/mosfets/SiHB22N60E/SiHB22N60E.zip
SiHB22N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.182;;48;9;21;19;179;2;0.6;image/mosfets/91730.png;Datasheet/mosfets/SiHB22N60EF/SiHB22N60EF.pdf;Datasheet/mosfets/SiHB22N60EF/SiHB22N60EF.zip
SiHB22N60EL;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.197;;37;15;15;21;227;3;0.65;image/mosfets/91773.png;Datasheet/mosfets/SiHB22N60EL/SiHB22N60EL.pdf;None
SiHB22N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.18;;73;15;32;22;227;2;0.64;image/mosfets/92453.png;Datasheet/mosfets/SiHB22N65E/SiHB22N65E.pdf;None
SiHB23N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.158;;63;16;25;23;227;2;0.73;image/mosfets/92473.png;Datasheet/mosfets/SiHB23N60E/SiHB23N60E.pdf;Datasheet/mosfets/SiHB23N60E/SiHB23N60E.zip
SiHB24N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.145;;81;21;37;24;250;2;0.68;image/mosfets/92106.png;Datasheet/mosfets/SiHB24N65E/SiHB24N65E.pdf;None
SiHB24N65EF;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.156;;81;17;36;24;250;2;0.5;image/mosfets/92278.png;Datasheet/mosfets/SiHB24N65EF/SiHB24N65EF.pdf;Datasheet/mosfets/SiHB24N65EF/SiHB24N65EF.zip
SiHB24N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.184;;59;15;30;21;208;2;0.5;image/mosfets/91847.png;Datasheet/mosfets/SiHB24N80AE/SiHB24N80AE.pdf;Datasheet/mosfets/SiHB24N80AE/SiHB24N80AE.zip
SiHB25N50E;Enlarge;Single;D2PAK (TO-263);N;500;30;;;;;;;;;0.145;;57;14;25;26;250;2;0.56;image/mosfets/91584.png;Datasheet/mosfets/SiHB25N50E/SiHB25N50E.pdf;Datasheet/mosfets/SiHB25N50E/SiHB25N50E.zip
SiHB28N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.123;;80;17;33;28;250;2;0.5;image/mosfets/91744.png;Datasheet/mosfets/SiHB28N60EF/SiHB28N60EF.pdf;Datasheet/mosfets/SiHB28N60EF/SiHB28N60EF.zip
SiHB30N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.125;;85;15;39;29;250;2;0.63;image/mosfets/91738.png;Datasheet/mosfets/SiHB30N60E/SiHB30N60E.pdf;None
SiHB33N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.099;;100;24;42;33;278;2;0.7;image/mosfets/91739.png;Datasheet/mosfets/SiHB33N60E/SiHB33N60E.pdf;Datasheet/mosfets/SiHB33N60E/SiHB33N60E.zip
SiHB33N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.098;;103;22;43;33;278;2;0.5;image/mosfets/92334.png;Datasheet/mosfets/SiHB33N60EF/SiHB33N60EF.pdf;Datasheet/mosfets/SiHB33N60EF/SiHB33N60EF.zip
SiHB35N60E;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.094;;88;22;46;32;250;2;0.5;image/mosfets/91784.png;Datasheet/mosfets/SiHB35N60E/SiHB35N60E.pdf;None
SiHB35N60EF;Enlarge;Single;D2PAK (TO-263);N;600;30;;;;;;;;;0.097;;89;16;48;32;250;2;0.5;image/mosfets/91783.png;Datasheet/mosfets/SiHB35N60EF/SiHB35N60EF.pdf;None
SiHB4N80E;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;1.27;;16;4;6;4.3;69;2;1.2;image/mosfets/92435.png;Datasheet/mosfets/SiHB4N80E/SiHB4N80E.pdf;None
SiHB5N80AE;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;1.35;;11;3;6;4.4;62.5;2;3.2;image/mosfets/91578.png;Datasheet/mosfets/SiHB5N80AE/SiHB5N80AE.pdf;Datasheet/mosfets/SiHB5N80AE/SiHB5N80AE.zip
SiHB6N65E;Enlarge;Single;D2PAK (TO-263);N;650;30;;;;;;;;;0.6;;24;6;11;7;78;2;1.4;image/mosfets/91777.png;Datasheet/mosfets/SiHB6N65E/SiHB6N65E.pdf;None
SiHB6N80AE;Enlarge;Single;TO-263;N;800;30;;;;;;;;;0.95;;15;4;7;5;62.5;2;2;image/mosfets/91985.png;Datasheet/mosfets/SiHB6N80AE/SiHB6N80AE.pdf;None
SiHB6N80E;Enlarge;Single;D2PAK (TO-263);N;800;30;;;;;;;;;0.94;;22;5;8;5.4;78;2;1;image/mosfets/91932.png;Datasheet/mosfets/SiHB6N80E/SiHB6N80E.pdf;None
SiHD11N80AE;Enlarge;Single;DPAK (TO-252);N;800;30;;;;;;;;;0.45;;28;6;12;8;78;2;1.5;image/mosfets/91930.png;Datasheet/mosfets/SiHD11N80AE/SiHD11N80AE.pdf;None
SiHD12N50E;Enlarge;Single;DPAK (TO-252);N;500;30;;;;;;;;;0.38;;25;6;10;10.5;114;2;0.92;image/mosfets/92102.png;Datasheet/mosfets/SiHD12N50E/SiHD12N50E.pdf;None
SiHD14N60E;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;0.309;;32;8;13;13;147;2;0.75;image/mosfets/92276.png;Datasheet/mosfets/SiHD14N60E/SiHD14N60E.pdf;None
SiHD180N60E;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;0.195;;21;7;11;19;156;3;0.6;image/mosfets/91589.png;Datasheet/mosfets/SiHD180N60E/SiHD180N60E.pdf;None
SiHD186N60EF;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;0.201;;21;9;7;19;156;3;0.6;image/mosfets/91823.png;Datasheet/mosfets/SiHD186N60EF/SiHD186N60EF.pdf;None
SiHD1K4N60E;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;1.45;;5;1;3;4.2;63;3;4.2;image/mosfets/91563.png;Datasheet/mosfets/SiHD1K4N60E/SiHD1K4N60E.pdf;None
SiHD240N60E;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;0.24;;15;4;6;12;78;3;1.5;image/mosfets/92386.png;Datasheet/mosfets/SiHD240N60E/SiHD240N60E.pdf;Datasheet/mosfets/SiHD240N60E/SiHD240N60E.zip
SiHD240N65E;Enlarge;Single;DPAK (TO-252);N;650;30;;;;;;;;;0.24;;19;8;7;16;147;3;0.7;image/mosfets/92438.png;Datasheet/mosfets/SiHD240N65E/SiHD240N65E.pdf;None
SiHD2N80AE;Enlarge;Single;DPAK (TO-252);N;800;30;;;;;;;;;2.9;;7;3;2;2.9;62.5;2;5.2;image/mosfets/92387.png;Datasheet/mosfets/SiHD2N80AE/SiHD2N80AE.pdf;None
SiHD2N80E;Enlarge;Single;DPAK (TO-252);N;800;30;;;;;;;;;2.75;;9.8;2.4;3.9;2.8;62.5;2;3.6;image/mosfets/92429.png;Datasheet/mosfets/SiHD2N80E/SiHD2N80E.pdf;None
SiHD4N80E;Enlarge;Single;DPAK (TO-252);N;800;30;;;;;;;;;1.27;;16;4;6;4.3;69;2;1.2;image/mosfets/92423.png;Datasheet/mosfets/SiHD4N80E/SiHD4N80E.pdf;None
SiHD5N80AE;Enlarge;Single;DPAK (TO-252);N;800;30;;;;;;;;;1.35;;11;3;6;4.4;62.5;2;3.2;image/mosfets/92424.png;Datasheet/mosfets/SiHD5N80AE/SiHD5N80AE.pdf;None
SiHD690N60E;Enlarge;Single;DPAK (TO-252);N;600;30;;;;;;;;;0.7;;8;3;3;6.4;62.5;3;2.3;image/mosfets/92430.png;Datasheet/mosfets/SiHD690N60E/SiHD690N60E.pdf;None
SiHD6N62E;Enlarge;Single;DPAK (TO-252);N;620;30;;;;;;;;;0.9;;17;4;8;6;78;2;1.3;image/mosfets/92447.png;Datasheet/mosfets/SiHD6N62E/SiHD6N62E.pdf;None
SiHD6N65E;Enlarge;Single;DPAK (TO-252);N;650;30;;;;;;;;;0.6;;24;6;11;7;78;2;1.4;image/mosfets/92531.png;Datasheet/mosfets/SiHD6N65E/SiHD6N65E.pdf;Datasheet/mosfets/SiHD6N65E/SiHD6N65E.zip
